,comment
4486,笔墨纸砚没有一个便宜的，在古代读书真的是个费钱的事
4487,问一下，这是手工区up吗？[doge]
4488,也许，有没有一种可能，可以用筋膜枪制墨[微笑]
4489,接下来，制纸吧[doge]
4490,我还以为是吃的
4491,我真的在南翔身上看到了匠心！历史中的瑰宝需要更多像南翔这样，愿意去学习和呈现出来的人！
4492,徽墨诶[喜欢][喜欢]
4493,厉害，堪比炼丹！
4494,南翔是准备凑齐文房四宝么？
4495,笔墨都有，纸砚还会做么？
4496,看你冒着折寿的风险宣扬中华文化的份上，这次不白嫖了[热词系列_三连]
4497,可以吃嘛
4498,南翔你要知道，你是一个美食博主[doge]
4499,最后的BGM是什么！
4500,印有了，墨有了，那笔和纸是不是可以上了
4501,所以，剩下的卖钱了吗[doge]
4502,绝活
4503,我要取关！！！南翔为什么连着两期不翻车！！！我要看翻车！！！
4504,其实感觉南翔挺难的，已三连～（但翻车实在太好玩了hhh……对不起我没忍住）
4505,看南翔的视频每一次都很感动，这都是中华文明的结晶啊，老祖宗的智慧！！！所以，我有一个朋友很想知道，南翔你的朋友真的都被霍霍完了吗[热词系列_不孤鸟][热词系列_不孤鸟]
4506,果然中国的奢侈品是真的买不起
4507,墨和印泥都有了，笔纸砚什么时候做[保卫萝卜_笔芯]
4508,太厉害了
4509,差点以为墨能吃[2233娘_汗]
4510,匠心不可少，也得与时俱进；文化不可弃，但也得发扬更上一层楼。生产方式的变化使得我们生活中点点滴滴发生了巨大变化。我记得之前看过一部纪录片，说德国的有一家做订书针的小企业特别火，但是一直做不大，原因自己想。
4511,不想[吃瓜]
4512,多少钱在来一块？
4513,这不在做几个流传后世
4514,美食博主?
4515,匠心博主?
4516,配音怎么这么娘？
4517,如果翻车了会不会当场趋势[doge]
4518,翔子，棒[支持]
4519,看见南翔，先投币再看，这UP主太狠了
4520,一天一夜真能敲十万杵吗？
4521,结尾直接燃起来了
4522,白嫖这么多期，这期这两币绝不白嫖！
4523,御笔猴头，桐烟灰墨，竹笋纸（凤凰衣），龙泉印泥，南翔已经快凑全文房四宝了，点赞！
4524,臣提议，不妨这幅字就送给我吧，我的一键三连一次可能不够，次次我都来[脱单doge]
4525,@南翔不爱吃饭
4526,币这次我投了
4527,你不造饭了吗？
4528,还好你的第1步不是种树。。。。。
4529,"尬华主题,你让一个996的年轻人下班提笔写字是吧[三星堆]"
4530,中国不是没有奢侈品，是奢侈起来你消费不起
4531,受苦区up主
4532,[doge]上链接
4533,南翔剥皮可以选剥皮机，也不贵，3900[脱单doge]
4534,有好心人能帮我一餐饭吗真的走投无路了
4535,话说笔（笔笋）、泥和墨都做好了 那接下去是不是该轮到宣纸和端砚了？[doge]
4536,up主，这个墨卖吗？
4537,所以这就是名人吃墨的由来吗？这么讲究，难怪好吃
4538,当年，我是小学生，他是美食区up
4539,现在，我是初中生，他是？？
4540,好辛苦！
4541,对于觉得它没有价值它就永远都没有价值
4542,几个一天一夜了，好辛苦了
4543,你好棒啊~
4544,真是感慨5000年的文化传承啊
4545,你好棒啊~
4546,真是感慨5000年的文化传承啊
4547,包被你太厉害了[爱心][支持]多做几期这样的传承文化的，比做吃的更有意义[嗑瓜子]
4548,呜呜呜想到子柒了
4549,再加一张宣纸，再加一个好毛笔。
4550,这样一副字价值千金。
4551,怪不得失传，这根本没赚头啊。要是能几个布片就卖几十万就好了[doge]
4552,币有[doge]
4553,炼金术士[微笑]
4554,这能吃？突然换风格了
4555,我们古人是真的奢侈到极致
4556,这次一定这次一定[大哭]你注意身体啊
4557,沥干徽墨情难却，捻尽鸾弦梦未同。
4558,要不下一次咱做毛笔吧……[脱单doge]
4559,工匠精神，万古芳。
4560,华夏文化，源远长。
4561,南天白鹤，凌九天。
4562,翔瑞青天，留墨香。
4563,这玩意按照现代科技应该能通过机器完成吧？
4564,虽然你字写得不好，但是你视频做得好！[热词系列_三连]
4565,笔墨纸砚就差砚台了！加油！
4566,所以亲爱的UP你的朋友们呢？
4567,感觉可以全自动生产，只是市场太小没必要
4568,阴干要两三年吧
4569,为什么南翔的东西这么费命，头发还那么茂盛呢
4570,有没有可能其实已经秃了，现在是假发
4571,我原以为要做的是松墨，原来是桐墨[热词系列_知识增加]
4572,书法写得不错
4573,如果想找灵感，可以看看《饮膳正要》
4574,中医人冒泡[脱单doge][脱单doge][脱单doge]
4575,这个但凡翻车……
4576,好像理解了为什么up主每一期都是制作这种……“极其艰难”的东西的原因，因为想要传承中国的传统文化，想要复刻中国几千年源远流长的工匠精神，更是因为对中国传统文化的热爱和想要更多人认识中国传统文化的心
4577,什么时候做宣纸和毛笔
4578,然后用自己手工制作的来题字
4579,你不是美食区的吗？你在干嘛？
4580,南翔的朋友呢
4581,印泥和墨都有了，这不找个书法家题题字，宣扬一下传统文化[doge]
4582,所以，南翔只要不做饭就不会翻车。这期都做墨了，下期做光刻机吧[脱单doge]
4583,给我来一块[脱单doge]
4584,两千年前的书法笔画清晰可辨
4585,两百年前的独立宣言已经褪色，快成一张黄纸了[抠鼻]
4586,我还以为他要拿去吃[笑哭][笑哭][笑哭]
4587,这恰恰证明了现代科技的优越性
4588,有一说一我好想去给南翔帮忙啊
4589,@南翔不爱吃饭  既然都有龙泉印泥和桐烟徽墨了，做个澄纸和汪笔不过分吧[脱单doge]
4590,今世论墨，惟取其光而不黑，是为弃墨。黑而不光，索然无神气，亦复安用？要使其光清而不浮，湛湛然如小儿目睛，乃佳。
4591,这种制法的可以入药，怎么不试着尝尝？
4592,南翔不爱吃饭（×）
4593,南翔会写毛笔字（√）
4594,这种制法的可以入药，怎么不试着尝尝？
4595,南翔不爱吃饭（×）
4596,南翔会写毛笔字（√）
4597,我突然在想能不能在桐油里面混水[来古-注意]
4598,从龙泉印泥和这一期的墨看得出来南翔真的很认真在弘扬中国传统文化，但书法知识也确实欠缺[脱单doge]
4599,文房四宝已经开始了，不如来一个系列呗！湖笔 徽墨(完成) 宣纸 端砚
4600,发现好多个工序是可以用自动化代替，而且不会变味的[思考]
4601,这是美食博主能干的事？？
4602,第一次评论，你的这个视频真的震撼到我了， 南翔加油[打call]
4603,感谢工业化发展，不然我们根本读不起书
4604,那副字可以拿来抽奖了[打call]
4605,这下期不得做个砚台？
4606,戴口罩呀
4607,喜欢看每集的番外：《南翔和他的朋友们》，可惜了。
4608,手机看的，比较好一键[热词系列_三连]
4609,一个美食博主需要多才多艺，书法需登大雅之堂，厨艺可下得厨房。挺厉害的
4610,笔墨纸都做了下次做砚吧
4611,看的人都累，辛苦了
4612,这墨能当传家宝了吧
4613,结尾升华感动了[大哭][热词系列_三连]
4614,太强了
4615,很显然，蓝翔实在喊不来朋友了[doge]
4616,所以真的不吃一口吗
4617,从未关注，从未错过！[脱单doge]
4618,为啥为啥，每人只能投一次币，往我起了个大早，特地给南翔投币
4619,牛壁
4620,南翔也终于再没有朋友可以嚯嚯了
4621,谁记得他是一个美食区UP主
4622,没有团队的么[doge]
4623,黑色黄金，指石油
4624,南翔总是能拿走我的三连[三星堆]
4625,太肝了，我都不好意思白嫖了[笑哭]
4626,真·炼丹区UP主，UP去熬中药吧，有的是七七四十九天的神仙药方。
4627,还以为是吃的，没想到是真墨[doge]
4628,徽墨加龙泉印泥[热词系列_妙啊]
4629,[doge][doge]把那墨宝给我邮寄过来谢谢！
4630,一开始以为你是美食博主，后来以为是内卷的美食博主，现在才知道，是手工区的
4631,啊，竟然是烟灰吗？那正常的墨是用啥做的
4632,就是用灰做的不过要看使用的是什么主材料，例如松烟墨就是用松烧的灰制成的，工艺和视频里差不多就是配方有差别。
4633,论蓝翔是怎么自由转型的？[歪嘴]
4634,感觉就是古时候工匠闲着没事干，捣鼓出来的，后面被当成宝了[吃瓜]
4635,去年在彭传明那里看过BV1w34y1m7D2，两个视频各有详略，对照着看能了解更多
4636,感觉就是古时候工匠闲着没事干，捣鼓出来的，后面被当成宝了[吃瓜]
4637,去年在彭传明那里看过BV1w34y1m7D2，两个视频各有详略，对照着看能了解更多
4638,笔墨纸砚就剩砚没做过了，就做块端砚吧[doge]
4639,端砚石不是已经不能采了吗【老家在端砚地区周边】?_?
4640,有没有一种可能用工业量产。。。先进行大胆假设，桐树籽是否可以机械剥皮(我认为可能性很大，参考我爱发明)，然后捻碎，榨油更不用说了，工业强项。然后油灯烧灰(不知道不烧绳直接烧油会不会有同样效果)，一个大的底盘在放上面烧，上面放等大的瓷盘(或者玻璃？钢板？应该也可以)，弄一个等长的铲子链接一个收集的小盒子，程序设定或者有一个人看着差不多就收集一次。每收集一次就到在一端的水池里洗，工人用长杆工具进行清洗和收集，最后药水批量生产和锤墨也是工业强项，随便一个汽锤效率也很高。。对工业没那么了解，仅从up视频里的流程，我觉得工业量产是没有问题的，就算产量不高，但也绝对没up这么累才做一个。唯一的问题的写字的人少了，销量上不去那就是亏本买卖。或者单价极高，当奢侈品卖，卖一个的的价钱就能能让机器启动一次。
4641,下一步是不是该造乾隆纸了
4642,我真怕哪天听到你猝死的消息[捂脸][捂脸]
4643,第一次给你一键三连了[脱单doge][给心心]
4644,我以为是吃的[辣眼睛]
4645,印泥和墨用的人还很多，失传主要是用不起
4646,看在你没有糟蹋你朋友的份上赏你两个币！但是问题来了，南翔还有朋友吗？
4647,仅时隔五天，而且内容还这么的好，三连了
4648,所以，你这是出名的朋友多还是出了名的没朋友[滑稽]
4649,安徽人狂喜[脱单doge]
4650,虽然我一直看却从来没关注，但是我记得一开始的视频都是很短还算比较简单的美食视频，到后面难度越来越大，画质跟质量也越来越好，已经不仅仅是单纯的美食视频了！我虽然没关注，但是我没一直白嫖哦！[保卫萝卜_哇]
4651,松烟入墨
4652,建议出个详细教程[呲牙]
4653,南翔需要助理吗。我觉得我可以[脱单doge]
4654,墨、毛笔、印章都有了……
4655,所以下道菜就做宣纸吧，要最好的那种
4656,舍本逐墨
4657,扫盲了。
4658,第一次不得不投币了，白嫖金身被破了啊。
4659,墨得存个几年才能用
4660,给你二连了[热词系列_芜湖起飞]
4661,好像不够黑[藏狐]
4662,文案可以  逃了不知道多少课
4663,所以古代的墨能吃是真的了
4664,南翔太牛了
4665,我还以为要吃这东西呢
4666,太辛苦了吧，投俩币回回血[来古-沉思]
4667,我们可以发现，南翔已经没有朋友了！
4668,确实没错，黄岛的花样年华，妙遇，梵影，人间一品，地址很清楚，而且写下这地方的人，对这些地方再熟悉不过了，谢谢恩人
4669,[微笑]
4670,中国不是没有奢侈品，奢侈起来太费命
4671,@杀生丸的软绵绵
4672,有墨有印泥，差毛笔和宣纸
4673,这个不给你点赞，真的说不过去了
4674,不是美食区UP主么？
4675,嗯，有问题就问，墨，印，是啥？
4676,桐籽啊！我好多年都见过了，以前在老家到处都是桐树，叶子特别大，摘下来做桐籽叶粑粑吃
4677,不是费钱就是费命啊
4678,笔墨纸砚印，已经做了两个了，什么时候把剩下的做完
4679,想问一下 有人和我一样一开始以为是吃的吗 [笑哭]
4680,辛苦啦
4681,《出了名的朋友多》[脱单doge]
4682,好耶！是徽墨[给心心][给心心][给心心]安徽人狂喜
4683,开始以为是吃的？烟灰还能吃？最后原来是用的
4684,你牛皮
4685,那个啥，你是不是忘记了油灯是可以熄灭再重新点燃的[doge]
4686,离了大谱，简直是废命
4687,下一期是龙泉宝剑吗？
4688,还是要多多注意休息啊
4689,直到提起笔那一刻我一直以为最后是作为食材的，是在下肤浅了[热词系列_知识盲区]
4690,这个用物理和化学方法合成不行吗？纯手工真的是累啊
4691,有了徽墨，是不是考略一下宣纸，狼毫，和端砚？
4692,[思考][思考]“笔墨纸砚”就差纸和砚什么时候复刻？
4693,真，没食博主
4694,可以参考下彭传明的做墨视频，就知道一块好墨制作有多难了
4695,墨泥都有了是不是差个宣纸和毛笔？
4696,又是没朋友的一天[doge]
4697,还有人吗[委屈]我因为一些遭遇，现在已经一天没有吃东西了，哪位陌生人能管我一顿饭吗，拜托了，真的不知道怎么办了，在此感谢[爱心]
